SOURCE_FEA,EVENTTYPE,STATION_NM,STATE,LON_SITE,LAT_SITE
12348500,StreamGage,Willow Creek near Corvallis MT,MT,-113.9953703,46.2943661
12324100,StreamGage,Racetrack C bl Granite C nr Anaconda MT,MT,-112.9194875,46.27881556
12324000,StreamGage,Racetrack Creek near Anaconda MT,MT,-112.917543,46.2777044
13337000,StreamGage,LOCHSA RIVER NR LOWELL ID,ID,-115.58722222,46.15083333
14244200,StreamGage,"COWLITZ RIVER AT KELSO, WA",WA,-122.91427796,46.14539012
14222930,StreamGage,"FOSSIL CREEK NEAR COUGAR, WA",WA,-122.34287766,46.13927625
12323760,StreamGage,Warm Springs Creek near Anaconda MT,MT,-112.903096,46.1335369
12333000,StreamGage,East Fork Rock Cr nr Philipsburg MT,MT,-113.3842303,46.1332572
12345850,StreamGage,Sleeping Child Creek near Hamilton MT,MT,-114.0581436,46.13269889
13337100,StreamGage,CLEAR CREEK NR KOOSKIA ID,ID,-115.94957222,46.13200278
14006000,StreamGage,"CID NO 3 CANAL AT END NEAR FINLEY, WA",WA,-119.00861688,46.12957862
14245000,StreamGage,"COWEMAN RIVER NEAR KELSO, WA",WA,-122.83844245,46.12816872
14216450,StreamGage,"CLEAR CREEK NEAR COUGAR, WA",WA,-121.99008784,46.1276131
14222920,StreamGage,"KALAMA RIVER NEAR COUGAR, WA",WA,-122.33371046,46.12566527
13335700,StreamGage,MOOSE CREEK AT MOUTH NR MOOSE CREEK RANGER STATION,ID,-114.93277778,46.12444444
14017500,StreamGage,"TOUCHET RIVER NEAR TOUCHET, WA",WA,-118.65109692,46.12346868
14016000,StreamGage,"DRY CREEK NEAR WALLA WALLA, WA",WA,-118.23718133,46.12208251
12508840,StreamGage,"DID 3 DRAIN NEAR SUNNYSIDE, WA",WA,-120.00948675,46.28263117
13335690,StreamGage,SELWAY RIVER ABV MOOSE CREEK NR MOOSE CREEK R. S.,ID,-114.93055556,46.12166667
14222950,StreamGage,"DRY CREEK NEAR COUGAR, WA",WA,-122.3273213,46.12122089
14216350,StreamGage,"MUDDY RIVER ABOVE CLEAR CREEK NEAR COUGAR, WA",WA,-122.00786588,46.11733517
12323700,StreamGage,"Mill Creek at Opportunity, MT",MT,-112.82064611,46.11430333
14248700,StreamGage,"BEAR CREEK NEAR SVENSEN,OREG.",OR,-123.63318926,46.11316543
12508790,StreamGage,"DID 18 DRAIN AT SUNNYSIDE, WA",WA,-119.97837497,46.32457587
13342295,StreamGage,WEBB CREEK NEAR SWEETWATER ID,ID,-116.83222222,46.32666667
13334700,StreamGage,"ASOTIN CREEK BELOW KEARNEY GULCH NEAR ASOTIN, WA",WA,-117.15266045,46.32626915
13334500,StreamGage,"ASOTIN CREEK NEAR ASOTIN, WA",WA,-117.2065518,46.32765721
12009500,StreamGage,"BEAR BRANCH NEAR NASELLE, WA",WA,-123.91154019,46.32982466
13336900,StreamGage,FISH CREEK NR LOWELL ID,ID,-115.34818521,46.33352556
14242580,StreamGage,"TOUTLE RIVER AT TOWER ROAD NEAR SILVER LAKE, WA",WA,-122.84011382,46.33372174
13317500,StreamGage,DEER CREEK NR WINCHESTER ID,ID,-116.75375833,46.10838611
12323600,StreamGage,Silver Bow Creek at Opportunity MT,MT,-112.8055925,46.1077033
12323720,StreamGage,"Willow Creek at Opportunity, MT",MT,-112.8105928,46.10714778
14222980,StreamGage,"KALAMA RIVER BELOW FALLS NEAR COUGAR, WA",WA,-122.36037745,46.10677642
14121300,StreamGage,"WHITE SALMON R BL CASCADES CR NR TROUT LAKE, WA",WA,-121.60869378,46.1037299
12509678,StreamGage,"KID DIVISION 4 WASTEWAY NEAR MOUTH NEAR FINLEY, WA",WA,-118.9813931,46.10235632
14245295,StreamGage,"COLUMBIA RIVER AT RAINIER, OREG.",OR,-122.95594467,46.10039014
13334300,StreamGage,"SNAKE RIVER NEAR ANATONE, WA",WA,-116.97764948,46.09709941
14213500,StreamGage,"BIG CREEK BELOW SKOOKUM MEADOW NEAR TROUT LAKE, WA",WA,-121.86508491,46.09317016
14216800,StreamGage,"PINE CREEK NEAR COUGAR, WA",WA,-122.04203332,46.09150158
14110000,StreamGage,"KLICKITAT RIVER NEAR GLENWOOD, WA",WA,-121.25952069,46.08873348
14110500,StreamGage,"INDIAN FORD SPRINGS NO 1 NEAR GLENWOOD, WA",WA,-121.18035269,46.04151156
13338500,StreamGage,SF CLEARWATER RIVER AT STITES ID,ID,-115.97666667,46.08638889
13336500,StreamGage,SELWAY RIVER NR LOWELL ID,ID,-115.51388889,46.08666667
14013700,StreamGage,"MILL CREEK AT FIVE MILE RD BR NR WALLA WALLA, WA",WA,-118.22829119,46.08569324
14013600,StreamGage,"MILL CREEK BELOW BLUE CREEK NEAR WALLA WALLA, WA",WA,-118.19134356,46.08180452
12345500,StreamGage,Rock Creek Canal near Darby MT,MT,-114.2120342,46.0776983
14015000,StreamGage,"MILL CREEK AT WALLA WALLA, WA",WA,-118.27357221,46.07624834
14216500,StreamGage,"MUDDY CREEK BELOW CLEAR CREEK NEAR COUGAR, WA",WA,-121.99869819,46.07566882
14216900,StreamGage,"PINE CREEK AT MOUTH NEAR COUGAR, WA",WA,-122.01703209,46.07316863
14016610,StreamGage,"EF TOUCHET RIVER BL HATLEY CREEK NEAR DAYTON, WA",WA,-117.90826292,46.26486392
12473880,StreamGage,"SCBID PPL 43 WASTEWAY NEAR RICHLAND, WA",WA,-119.23668265,46.32180224
14241500,StreamGage,"SOUTH FORK TOUTLE RIVER AT TOUTLE, WA",WA,-122.69705507,46.32205541
12327090,StreamGage,Flint Cr ab Fred Burr Cr nr Philipsburg MT,MT,-113.3328425,46.29548056
12327000,StreamGage,Trout Creek near Phillipsburg MT,MT,-113.34021194,46.28075278
14014500,StreamGage,"GARRISON CREEK AT WALLA WALLA, WA",WA,-118.28718416,46.07347041
12326420,StreamGage,Marshall Cr Canal at Chor Ranch nr Philipsburg,MT,-113.3422875,46.29270278
12349000,StreamGage,Willow Cr at Anfinson Rch nr Corvallis MT,MT,-114.0259267,46.2943661
14014000,StreamGage,"YELLOWHAWK CREEK AT WALLA WALLA, WA",WA,-118.2830172,46.07208154
13334000,StreamGage,"GRANDE RONDE RIVER AT ZINDEL, WA",WA,-117.00542777,46.07015387
12345000,StreamGage,Rock Creek near Darby MT,MT,-114.22379528,46.06750389
14251500,StreamGage,"YOUNGS RIVER NEAR ASTORIA, OREG.",OR,-123.79013715,46.066498
14217500,StreamGage,"SWIFT CREEK NEAR COUGAR, WA",WA,-122.19287153,46.06372221
14217600,StreamGage,"SWIFT RESERVOIR NEAR COUGAR, WA",WA,-122.19676049,46.06038885
14216000,StreamGage,"LEWIS RIVER ABOVE MUDDY RIVER NEAR COUGAR, WA",WA,-121.98453099,46.06039127
14218000,StreamGage,"LEWIS RIVER NEAR COUGAR, WA",WA,-122.21231655,46.05816646
14218030,StreamGage,"SWIFT POWER PLANT 2 TAILWATER NEAR COUGAR, WA",WA,-122.26092931,46.05816598
14013500,StreamGage,"BLUE CREEK NEAR WALLA WALLA, WA",WA,-118.14022803,46.05763797
13336300,StreamGage,GEDNEY CREEK NR SELWAY FALLS GUARD STATION ID,ID,-115.31406111,46.05750556
14016500,StreamGage,"EAST FK TOUCHET RIVER NEAR DAYTON, WA",WA,-117.90242951,46.27903098
14215000,StreamGage,"RUSH CREEK ABOVE FALLS NEAR COUGAR, WA",WA,-121.91230733,46.0531698
14214500,StreamGage,"MEADOW CR BL LONE BUTTE MEADOW NR TROUT LAKE, WA",WA,-121.85675066,46.04705925
14223600,StreamGage,"KALAMA RIVER ABOVE SPENCER CREEK NEAR KALAMA, WA",WA,-122.83760718,46.0470581
12508820,StreamGage,"BLACK CANYON CREEK AT WANETA RD NEAR SUNNYSIDE, WA",WA,-119.98235556,46.28783056
13336000,StreamGage,SELWAY RIVER AB MEADOW CREEK NR LOWELL ID,ID,-115.29184167,46.04505556
14223780,StreamGage,"COULMBIA R AT PRESCOTT, OREG.",OR,-122.88510823,46.03928006
12331100,StreamGage,Flint Cr bl Douglas Cr nr Hall MT,MT,-113.2150653,46.5502058
14235000,StreamGage,"COWLITZ RIVER AT MOSSYROCK, WA",WA,-122.49316754,46.55010692
13350448,StreamGage,COW CREEK AT GENESEE ID,ID,-116.92793571,46.54655382
12021000,StreamGage,"SOUTH FORK CHEHALIS RIVER AT BOISTFORT, WA",WA,-123.13318924,46.54565903
12500420,StreamGage,"MOXEE DRAIN AT BIRCHFIELD ROAD NEAR UNION GAP, WA",WA,-120.43811795,46.54596063
14229500,StreamGage,"JOHNSON CREEK BELOW GLACIER CREEK NR PACKWOOD, WA",WA,-121.62203051,46.54150251
12473502,StreamGage,"SCBID WB 5 WASTEWAY AT DROP 14 NEAR RINGOLD, WA",WA,-119.27640616,46.53985945
12350500,StreamGage,Kootenai Creek near Stevensville MT,MT,-114.1595497,46.537145
14234810,StreamGage,"COWLITZ RIVER BELOW MOSSYROCK DAM, WA",WA,-122.43038718,46.53594103
12502500,StreamGage,"AHTANUM CREEK AT UNION GAP, WA",WA,-120.47339681,46.53596038
14234800,StreamGage,"RIFFE LAKE NEAR MOSSYROCK, WA",WA,-122.4248314,46.53510776
12500450,StreamGage,"YAKIMA RIVER ABOVE AHTANUM CREEK AT UNION GAP, WA",WA,-120.46728547,46.53429376
14231000,StreamGage,"COWLITZ RIVER AT RANDLE, WA",WA,-121.95676069,46.53233322
12011200,StreamGage,"WILLIAMS CREEK NEAR SOUTH BEND, WA",WA,-123.86210416,46.53010058
12503000,StreamGage,"YAKIMA RIVER AT UNION GAP NEAR YAKIMA, WA",WA,-120.47061887,46.53040485
12331000,StreamGage,Flint Creek near Hall MT,MT,-113.2272878,46.52909417
12502000,StreamGage,"AHTANUM CREEK AT THE NARROWS NEAR TAMPICO, WA",WA,-120.80118297,46.52762395
12020900,StreamGage,"SOUTH FORK CHEHALIS RIVER NEAR BOISTFORT, WA",WA,-123.11735427,46.52704837
12330500,StreamGage,Flint Creek near Maxville MT,MT,-113.23258528,46.5254025
12510650,StreamGage,"DRY CREEK AT HIGHWAY 241 NR PRIEST RAPIDS DAM, WA",WA,-119.87448469,46.52457686
12503500,StreamGage,"MAIN CANAL NEAR PARKER, WA",WA,-120.47950793,46.5204048
13340760,StreamGage,LITTLE NF CLEARWATER RIVER NR ELK RIVER ID,ID,-115.84737481,46.90435145
14237000,StreamGage,"KLICKITAT CREEK AT MOSSYROCK, WA",WA,-122.46983267,46.52066313
12501500,StreamGage,"SOUTH FORK AHTANUM CREEK NEAR TAMPICO, WA",WA,-120.89007336,46.51928912
12324590,StreamGage,Little Blackfoot River near Garrison MT,MT,-112.7933758,46.5196511
13340950,StreamGage,DWORSHAK RES NR AHSAHKA ID,ID,-116.296025,46.51529167
14238500,StreamGage,"MILL CREEK NEAR SALKUM, WA",WA,-122.62344644,46.51371853
12501000,StreamGage,"SF AHTANUM CREEK AT CONRAD RANCH NR TAMPICO, WA",WA,-120.91646263,46.51095537
14238000,StreamGage,"COWLITZ RIVER BELOW MAYFIELD DAM, WA",WA,-122.61622402,46.51038526
13336635,StreamGage,WALTON CREEK NR POWELL RANGER STATION ID,ID,-114.68078333,46.5079
14234000,StreamGage,"RAINY CREEK NEAR KOSMOS, WA",WA,-122.1553767,46.50816574
12510655,StreamGage,"DRY CR NR RATTLESNAKE SP NR PRIEST RAPIDS DAM, WA",WA,-119.69920021,46.50763383
12473508,StreamGage,"SCBID PE 164 WASTEWAY NEAR MOUTH NEAR HANFORD, WA",WA,-119.26001672,46.50597028
13344500,StreamGage,"TUCANNON RIVER NEAR STARBUCK, WA",WA,-118.06633934,46.50542172
13341000,StreamGage,NF CLEARWATER RIVER AT AHSAHKA ID,ID,-116.32128611,46.50378611
13341050,StreamGage,CLEARWATER RIVER NR PECK ID,ID,-116.3925,46.50027778
13340999,StreamGage,NF CLEARWATER R - PECK MINUS OROFINO,ID,-116.39264341,46.49989987
13341570,StreamGage,POTLATCH RIVER BEL LITTLE POTLATCH CR NR SPALDING,ID,-116.76194444,46.49861111
12324300,StreamGage,Clark Fork near Garrison MT,MT,-112.7383728,46.4985397
12504000,StreamGage,"OLD RESERVATION CANAL NEAR PARKER, WA",WA,-120.4517289,46.49707173
12505000,StreamGage,"YAKIMA RIVER NEAR PARKER, WA",WA,-120.4428397,46.4970718
12504500,StreamGage,"SUNNYSIDE CANAL NEAR PARKER, WA",WA,-120.43395048,46.49512743
12011000,StreamGage,"NORTH NEMAH RIVER NEAR SOUTH BEND, WA",WA,-123.83460223,46.49149037
12473510,StreamGage,"COLUMBIA RIVER AT RINGOLD, WA",WA,-119.25529434,46.48763682
14237500,StreamGage,"WINSTON CREEK NEAR SILVER LAKE, WA",WA,-122.52149996,46.48232989
13340000,StreamGage,CLEARWATER RIVER AT OROFINO ID,ID,-116.2575,46.47833333
13339800,StreamGage,OROFINO CREEK ABV WHISKEY CREEK NR OROFINO ID,ID,-116.17763905,46.47268137
13336800,StreamGage,WARM SPRING CREEK NR POWELL RANGER STATION ID,ID,-114.88634444,46.47225278
12330000,StreamGage,Boulder Creek at Maxville MT,MT,-113.2339533,46.47214889
14233400,StreamGage,"COWLITZ RIVER NEAR RANDLE, WA",WA,-122.09870752,46.47011066
14233490,StreamGage,"LAKE SCANEWA NEAR KOSMOS, WA",WA,-122.10898559,46.46649949
14233500,StreamGage,"COWLITZ RIVER NEAR KOSMOS, WA",WA,-122.10898559,46.46622171
12329500,StreamGage,Flint Creek at Maxville MT,MT,-113.2397869,46.46381556
12351000,StreamGage,Burnt Fork Bitterroot River nr Stevensville MT,MT,-113.9453758,46.46381139
12513500,StreamGage,"ESQUATZEL COULEE AT ELTOPIA, WA",WA,-119.01222897,46.46235972
12329000,StreamGage,Flint Cr ab Maxville Siding at Maxville MT,MT,-113.2425647,46.45826
13342500,StreamGage,CLEARWATER RIVER AT SPALDING ID,ID,-116.82737491,46.44849828
14232500,StreamGage,"CISPUS RIVER NEAR RANDLE, WA",WA,-121.86397831,46.44705689
12020800,StreamGage,"SOUTH FORK CHEHALIS RIVER NEAR WILDWOOD, WA",WA,-123.08373762,46.44482815
14231900,StreamGage,"CISPUS RIVER AB YELLOWJACKET CREEK NEAR RANDLE, WA",WA,-121.84231106,46.44372376
12350250,StreamGage,Bitterroot River at Bell Crossing nr Victor MT,MT,-114.1237122,46.44325556
13344000,StreamGage,"TUCANNON RIVER NEAR POMEROY, WA",WA,-117.748254,46.44153708
14238800,StreamGage,"COWLITZ RIVER AT TOLEDO, WA",WA,-122.84428286,46.43844169
13343000,StreamGage,CLEARWATER RIVER NR LEWISTON ID,ID,-116.96777778,46.43423056
14232000,StreamGage,"YELLOWJACKET CREEK NEAR RANDLE, WA",WA,-121.83453295,46.42900174
13343500,StreamGage,"SNAKE RIVER NEAR CLARKSTON, WA",WA,-117.16516314,46.42793735
13342450,StreamGage,LAPWAI CREEK NR LAPWAI ID,ID,-116.80515157,46.42655366
14239000,StreamGage,"SALMON CREEK NEAR TOLEDO, WA",WA,-122.82205945,46.4137202
12324200,StreamGage,Clark Fork at Deer Lodge MT,MT,-112.7428167,46.397705
12328500,StreamGage,Flint Creek near Philipsburg MT,MT,-113.3084,46.3960369
12506500,StreamGage,"SIMCOE CREEK BELOW SPRING CREEK NR FORT SIMCOE, WA",WA,-120.80951511,46.39429132
14249000,StreamGage,"GRAYS RIVER ABOVE SOUTH FORK NEAR GRAYS RIVER, WA",WA,-123.47875403,46.39316213
14249500,StreamGage,"GRAYS RIVER BELOW SOUTH FORK NEAR GRAYS RIVER, WA",WA,-123.47764275,46.3914955
14250500,StreamGage,"WEST FORK GRAYS RIVER NEAR GRAYS RIVER, WA",WA,-123.55958911,46.38510632
14240800,StreamGage,"GREEN RIVER ABOVE BEAVER CREEK NEAR KID VALLEY, WA",WA,-122.52372038,46.38177461
12350000,StreamGage,Bear Creek near Victor MT,MT,-114.22134472,46.38085
14250000,StreamGage,"GRAYS RIVER NEAR GRAYS RIVER, WA",WA,-123.53181007,46.37760675
12473900,StreamGage,"SCBID PASCO WASTEWAY NEAR RICHLAND, WA",WA,-119.25612781,46.37763596
12511000,StreamGage,"CID CANAL AT HORN RAPIDS DAM NR WEST RICHLAND, WA",WA,-119.41835584,46.37819053
12092000,StreamGage,"PUYALLUP RIVER NEAR ELECTRON, WA",WA,-122.0351092,46.90371641
12500500,StreamGage,"NORTH FORK AHTANUM CREEK NEAR TAMPICO, WA",WA,-120.91701879,46.56428845
14241000,StreamGage,"GREEN RIVER NEAR TOUTLE, WA",WA,-122.56510971,46.37483067
12010000,StreamGage,"NASELLE RIVER NEAR NASELLE, WA",WA,-123.743482,46.3739937
12485012,StreamGage,"ROZA CANAL BL SULPHUR CREEK WSTWY NR SUNNYSIDE, WA",WA,-119.95865258,46.37207604
13339500,StreamGage,LOLO CREEK NR GREER ID,ID,-116.1625,46.37166667
14240525,StreamGage,"NF TOUTLE RIVER BELOW SRS NEAR KID VALLEY, WA",WA,-122.57899874,46.3717753
12328000,StreamGage,Marshall Cr at Mouth nr Phillipsburg MT,MT,-113.32333889,46.36959222
13342340,StreamGage,SWEETWATER CREEK AT MOUTH AT SWEETWATER ID,ID,-116.79568056,46.36938056
12327500,StreamGage,Marshall Creek near Phillipsburg MT,MT,-113.33355028,46.367195
14241100,StreamGage,"NORTH FORK TOUTLE RIVER AT KID VALLEY, WA",WA,-122.62899931,46.36510932
13335249,StreamGage,TAMMANY CREEK NEAR MOUTH NEAR LEWISTON ID,ID,-117.05911667,46.36453056
12513650,StreamGage,"ESQUATZEL DIV CHANNEL BL HEADWORKS NEAR PASCO, WA",WA,-119.08889871,46.36319171
12513700,StreamGage,"ESQUATZEL DIV CHANNEL NEAR MOUTH NEAR RICHLAND, WA",WA,-119.25057208,46.35846918
12010500,StreamGage,"SALMON CREEK NEAR NASELLE, WA",WA,-123.75125888,46.35538287
12349500,StreamGage,Fred Burr Creek near Victor MT,MT,-114.253711,46.3554775
12508775,StreamGage,"DRAIN 596 BELOW DR 602 NEAR SUNNYSIDE, WA",WA,-119.95059653,46.35263166
12473860,StreamGage,"SCBID WASTEWATER DITCH NO 1 NEAR RICHLAND, WA",WA,-119.24834977,46.34930244
12508769,StreamGage,"DRAIN 607 NEAR SUNNYSIDE, WA",WA,-119.952541,46.3481872
12508755,StreamGage,"DRAIN 610 (DAILY SEDIMENT) NEAR SUNNYSIDE, WA",WA,-119.94226285,46.34679839
12504512,StreamGage,"SUNNYSIDE CANAL BL SULPHUR WSTWY NR SUNNYSIDE, WA",WA,-119.97337504,46.34652036
14240500,StreamGage,"NF TOUTLE RIVER AT ST HELENS, WA",WA,-122.53455318,46.34427487
12010700,StreamGage,"SOUTH FORK NASELLE RIVER NEAR NASELLE, WA",WA,-123.80764883,46.34399313
12505450,StreamGage,"GRANGER DRAIN AT GRANGER, WA",WA,-120.18699496,46.34346299
13335050,StreamGage,"ASOTIN CREEK AT ASOTIN, WA",WA,-117.05598981,46.34071536
12473820,StreamGage,"SCBID ELTOPIA BRANCH CANAL AB FALLS NEAR PASCO, WA",WA,-118.97222702,46.34069176
14242513,StreamGage,TOUTLE RIVER MODEL FLOW,WA,-122.72594461,46.33650003
14242512,StreamGage,TOUTLE RIVER ADJUSTED FOR R-R STUDY STORAGE,WA,-122.72538905,46.33677779
14242511,StreamGage,STORAGE ESTIMATES IN CFS IN LAKES AFTER ERUPTION,WA,-122.72538904,46.33650002
14242500,StreamGage,"TOUTLE RIVER NEAR SILVER LAKE, WA",WA,-122.72538904,46.33622225
13341300,StreamGage,BLOOM CREEK NR BOVILL ID,ID,-116.29058611,46.85766944
12087000,StreamGage,"MASHEL RIVER NEAR LA GRANDE, WA",WA,-122.30261389,46.85677048
12088500,StreamGage,"NISQUALLY RIVER NEAR MCKENNA, WA",WA,-122.45400669,46.85537969
12079000,StreamGage,"DESCHUTES RIVER NEAR RAINIER, WA",WA,-122.66873544,46.85204488
12088400,StreamGage,"NISQUALLY RIVER AB POWELL CREEK NEAR MCKENNA, WA",WA,-122.43539501,46.85093558
12086500,StreamGage,"NISQUALLY RIVER AT LA GRANDE, WA",WA,-122.33066993,46.84343705
12472500,StreamGage,"CRAB CREEK NEAR SMYRNA, WA",WA,-119.60808887,46.84291442
12337800,StreamGage,Nevada Creek at mouth nr Helmville,MT,-113.0386675,46.89160306
13340600,StreamGage,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,ID,-115.62070327,46.84046563
13341400,StreamGage,EF POTLATCH RIVER NR BOVILL ID,ID,-116.39208333,46.83531389
12352500,StreamGage,Bitterroot River near Missoula MT,MT,-114.0539997,46.83186778
13349000,StreamGage,"FOURMILE CREEK AT SHAWNEE, WA",WA,-117.27323275,46.83183167
12472600,StreamGage,"CRAB CREEK NEAR BEVERLY, WA",WA,-119.83115494,46.82985562
12337500,StreamGage,Douglas Creek near Helmville MT,MT,-113.014778,46.82771278
12334550,StreamGage,Clark Fork at Turah Bridge nr Bonner MT,MT,-113.8142678,46.8260375
12086000,StreamGage,"NISQUALLY RIVER AT LA GRANDE DAM, WA",WA,-122.30427999,46.82260445
12512500,StreamGage,"PROVIDENCE COULEE AT CUNNINGHAM, WA",WA,-118.81110957,46.82208594
12337000,StreamGage,Nevada Creek near Helmville MT,MT,-112.86518778,46.81978056
13340615,StreamGage,BEAVER CREEK NR CANYON RANGER STATION ID,ID,-115.64691667,46.81210556
13350500,StreamGage,"UNION FLAT CREEK NEAR COLFAX, WA",WA,-117.43213002,46.81016277
12017000,StreamGage,"NORTH RIVER NEAR RAYMOND, WA",WA,-123.85072145,46.80731843
12512550,StreamGage,"PROVIDENCE COULEE NEAR CUNNINGHAM, WA",WA,-118.81638759,46.8029191
12085000,StreamGage,"ALDER RESERVOIR AT ALDER, WA",WA,-122.31150203,46.80232698
12336000,StreamGage,Nevada Creek near Finn MT,MT,-112.8008792,46.7999361
12081900,StreamGage,"KAUTZ CREEK (UPPER SITE) NEAR LONGMIRE, WA",WA,-121.79565245,46.79427504
12026150,StreamGage,"SKOOKUMCHUCK RIVER BL BLDY RUN CR NR CENTRALIA, WA",WA,-122.73540194,46.79010157
12084500,StreamGage,"LITTLE NISQUALLY RIVER NEAR ALDER, WA",WA,-122.31372407,46.7887161
13350000,StreamGage,"PALOUSE RIVER NEAR WINONA, WA",WA,-117.92883194,46.90960102
13345300,StreamGage,"PALOUSE RIVER AT PALOUSE, WA",WA,-117.06961383,46.90989106
12018000,StreamGage,"NEWSKAH CREEK NEAR ABERDEEN, WA",WA,-123.82349933,46.91231644
12472300,StreamGage,"DW 272 A1 DRAIN NEAR ROYAL CAMP, WA",WA,-119.54280931,46.91486054
13345000,StreamGage,PALOUSE RIVER NR POTLATCH ID,ID,-116.95099847,46.91517033
12489000,StreamGage,"NACHES RIVER AT ANDERSON RANCH NEAR NILE, WA",WA,-121.05119226,46.91650733
12335100,StreamGage,Blackfoot R ab Nevada Cr nr Helmville MT,MT,-113.0153322,46.91910417
13346000,StreamGage,"PALOUSE RIVER NEAR COLFAX, WA",WA,-117.31879228,46.92072262
12484480,StreamGage,"CHERRY CREEK AT THRALL, WA",WA,-120.49867912,46.9259594
12081590,StreamGage,"NISQUALLY RIVER AB DEAD HORSE CR AT PARADISE, WA",WA,-121.75620575,46.78594196
12026000,StreamGage,"SKOOKUMCHUCK RIVER NEAR CENTRALIA, WA",WA,-122.71373457,46.78732398
12015500,StreamGage,"NORTH RIVER NEAR BROOKLYN, WA",WA,-123.48182452,46.78176649
12335500,StreamGage,"Nevada Cr ab Reservoir, nr Helmville, MT",MT,-112.76754394,46.77826941
12027500,StreamGage,"CHEHALIS RIVER NEAR GRAND MOUND, WA",WA,-123.03569194,46.77593433
12025700,StreamGage,"SKOOKUMCHUCK RIVER NEAR VAIL, WA",WA,-122.59400863,46.77260276
12029000,StreamGage,"BLACK RIVER AT LITTLE ROCK, WA",WA,-123.02347391,46.9025985
12026400,StreamGage,"SKOOKUMCHUCK RIVER NEAR BUCODA, WA",WA,-122.92429811,46.77204595
12084000,StreamGage,"NISQUALLY RIVER NEAR ALDER, WA",WA,-122.26927816,46.76788366
13352500,StreamGage,"COW CREEK AT HOOPER, WA",WA,-118.14718257,46.76264987
13351000,StreamGage,"PALOUSE RIVER AT HOOPER, WA",WA,-118.14884941,46.7584831
12015200,StreamGage,"SMITH CREEK NEAR RAYMOND, WA",WA,-123.77488553,46.75676492
13349210,StreamGage,"PALOUSE RIVER BELOW SOUTH FORK AT COLFAX, WA",WA,-117.37018334,46.8896101
12351500,StreamGage,Lolo Creek near Lolo MT,MT,-114.22100222,46.75407361
12489500,StreamGage,"NACHES RIVER AT OAK FLAT NEAR NILE, WA",WA,-120.82063,46.75262277
12016500,StreamGage,"LITTLE NORTH RIVER NEAR COSMOPOLIS, WA",WA,-123.7151636,46.90537361
12082500,StreamGage,"NISQUALLY RIVER NEAR NATIONAL, WA",WA,-122.08371944,46.75260766
12015100,StreamGage,"CLEARWATER CREEK NEAR RAYMOND, WA",WA,-123.76766303,46.74954293
12011500,StreamGage,"WILLAPA RIVER AT LEBAM, WA",WA,-123.56515475,46.5637139
12494000,StreamGage,"NACHES RIVER BELOW TIETON RIVER NEAR NACHES, WA",WA,-120.76923997,46.74540153
12083500,StreamGage,"EAST CREEK NEAR ELBE, WA",WA,-122.20677654,46.74427349
12083000,StreamGage,"MINERAL CREEK NEAR MINERAL, WA",WA,-122.14455339,46.74427397
12352000,StreamGage,Lolo Cr ab Sleeman Cr nr Lolo MT,MT,-114.14437,46.74403722
12081990,StreamGage,"TAHOMA CREEK AT HIGWAY BRIDGE NEAR ASHFORD, WA",WA,-121.90121227,46.73871988
12017330,StreamGage,"DRAINAGE DITCH NO 1 NEAR TOKELAND, WA",WA,-124.06683721,46.73565038
12027000,StreamGage,"LINCOLN CREEK NEAR ROCHESTER, WA",WA,-123.17903012,46.73593396
13348500,StreamGage,"MISSOURI FLAT CREEK AT PULLMAN, WA",WA,-117.18072702,46.73294117
12089208,StreamGage,"CENTRALIA POWER CANAL NEAR MCKENNA, WA",WA,-122.49845324,46.9001003
13348000,StreamGage,"SOUTH FORK PALOUSE RIVER AT PULLMAN, WA",WA,-117.1810048,46.73238561
13346800,StreamGage,PARADISE CR AT UNIVERSITY OF IDAHO AT MOSCOW ID,ID,-117.02433259,46.73183168
12473740,StreamGage,"EL 68 D WASTEWAY NEAR OTHELLO, WA",WA,-119.05000814,46.72958456
13347500,StreamGage,"DRY FORK OF SF PALOUSE RIVER AT PULLMAN, WA",WA,-117.18378268,46.73266336
12334510,StreamGage,Rock Creek near Clinton MT,MT,-113.68315,46.7224269
13347000,StreamGage,"PARADISE CREEK NEAR PULLMAN, WA",WA,-117.15933701,46.71933013
12331900,StreamGage,Clark Fork near Clinton MT,MT,-113.5889786,46.7179833
13340780,StreamGage,BREAKFAST CREEK NR ELK RIVER ID,ID,-115.9462628,46.88601713
12340500,StreamGage,Clark Fork above Missoula MT,MT,-113.9323286,46.8771469
12087400,StreamGage,"OHOP LAKE NEAR EATONVILLE, WA",WA,-122.27844708,46.88482582
12331800,StreamGage,Clark Fork near Drummond MT,MT,-113.3309083,46.7121519
13346500,StreamGage,"SF PALOUSE RIVER AB PARADISE CR NR PULLMAN, WA",WA,-117.16628133,46.705441
12472950,StreamGage,"SCBID SADDLE MOUNTAIN WASTEWAY NEAR MATTAWA, WA",WA,-119.66142254,46.70235721
12025300,StreamGage,"SALZER CREEK NEAR CENTRALIA, WA",WA,-122.90818307,46.69149199
12485500,StreamGage,"SELAH-MOXEE CANAL NEAR SELAH, WA",WA,-120.48756589,46.6892934
12486500,StreamGage,"TAYLOR CANAL NEAR SELAH, WA",WA,-120.49284374,46.68068226
