SOURCE_FEA,EVENTTYPE,STATION_NM,STATE,LON_SITE,LAT_SITE
13028500,StreamGage,SALT RIVER AT WY-ID STATELINE,ID,-111.06465752,43.16380994
14156500,StreamGage,"MOSBY CR AT MOUTH, NR COTTAGE GROVE,OREG.",OR,-122.99979883,43.77623438
13012490,StreamGage,"SPREAD CREEK AT DIVERSION DAM, NEAR MORAN, WY",WY,-110.48381563,43.77271872
13199000,StreamGage,MOORE CREEK AB THORN CREEK NR IDAHO CITY ID,ID,-115.91417778,43.76925556
14147000,StreamGage,"WALDO LAKE OUTLET NEAR OAKRIDGE, OREG.",OR,-122.05392237,43.76650979
13206500,StreamGage,SPRING VALLEY CREEK NR BOISE ID,ID,-116.26571667,43.76286667
14146500,StreamGage,"SALMON CREEK NEAR OAKRIDGE,OREG.",OR,-122.37282274,43.76234574
13053000,StreamGage,PACKSADDLE CREEK NR TETONIA ID,ID,-111.30911553,43.75824725
14147500,StreamGage,"N FK OF M FK WILLAMETTE R NR OAKRIDGE,OREG.",OR,-122.50949607,43.75817915
13051500,StreamGage,TETON CREEK NR DRIGGS ID,WY,-110.96799603,43.7552018
14054000,StreamGage,"DESCHUTES R BL CRANE PRAIRIE RES NR LA PINE,OREG",OR,-121.78363988,43.75345177
13052000,StreamGage,TETON RIVER NR DRIGGS ID,ID,-111.204946,43.75297086
13057000,StreamGage,SNAKE RIVER NR MENAN ID,ID,-111.97861111,43.75277778
14156000,StreamGage,"MOSBY CREEK NEAR COTTAGE GROVE, OREG.",OR,-122.98451925,43.74428966
14057000,StreamGage,"DESCHUTES R AT PRINGLE FALLS NR LAPINE, OREG",OR,-121.61502694,43.73873056
13207000,StreamGage,SPRING VALLEY CREEK NR EAGLE ID,ID,-116.3007,43.73841667
13131000,StreamGage,ANTELOPE CREEK NR DARLINGTON ID,ID,-113.50833611,43.73701944
14154500,StreamGage,"ROW RIVER ABOVE PITCHER CREEK NEAR, DORENA, OREG",OR,-122.87340189,43.7359565
13038500,StreamGage,SNAKE RIVER AT LORENZO ID,ID,-111.87805556,43.73527778
13052500,StreamGage,HORSESHOE CREEK NR DRIGGS ID,ID,-111.25621667,43.73196389
13207500,StreamGage,DRY CREEK NR EAGLE ID,ID,-116.30452222,43.73200833
13212890,StreamGage,DIXIE DRAIN NR WILDER ID,ID,-116.88931588,43.73071625
14146700,StreamGage,"GRAY CREEK NEAR OAKRIDGE,OREG.",OR,-122.51116247,43.72984553
13057090,StreamGage,SPRING CREEK NR MENAN ID,ID,-112.04247166,43.7304659
14146000,StreamGage,"SALT CREEK NEAR OAKRIDGE,OREG.",OR,-122.4261584,43.72762329
14063200,StreamGage,"EAST LAKE NEAR LA PINE, OR",OR,-121.20029724,43.7201212
13132565,StreamGage,BIG LOST RIVER AB BIG LOST RIVER SINKS NR HOWE ID,ID,-112.87555556,43.72333333
14054500,StreamGage,"BROWN CREEK NEAR LA PINE,OREG.",OR,-121.80391755,43.71289729
13212500,StreamGage,BOISE RIVER AT NOTUS ID,ID,-116.79375516,43.72238281
14153500,StreamGage,"COAST FORK WILLAMETTE R BLW COTTAGE GROVE DAM, OR",OR,-123.04979941,43.72067785
14145500,StreamGage,"M F WILLAMETTE R AB SALT CR., NR OAKRIDGE, OREG",OR,-122.43865895,43.72206768
14153000,StreamGage,"COTTAGE GROVE LAKE NR COTTAGE GROVE,OREG.",OR,-123.04979924,43.71651114
10393500,StreamGage,"SILVIES RIVER NEAR BURNS,OREG.",OR,-119.17744209,43.71514783
13184500,StreamGage,MF BOISE RIVER NR TWIN SPRINGS ID,ID,-115.63144167,43.71365
14063250,StreamGage,"PAULINA LAKE NEAR LA PINE, OR",OR,-121.27724414,43.71317654
14063300,StreamGage,"PAULINA CREEK NEAR LAPINE, OR.",OR,-121.27863305,43.71289877
13038380,StreamGage,DRY BED NR LEWISVILLE ID,ID,-112.03941599,43.71129952
14145100,StreamGage,"HILLS CREEK LAKE NEAR OAKRIDGE,OREG.",OR,-122.42476927,43.70817865
14145000,StreamGage,"HILLS CREEK NEAR OAKRIDGE, OREG.",OR,-122.40115704,43.70540086
13208000,StreamGage,DRY CREEK AT EAGLE ID,ID,-116.36878611,43.69535556
10403000,StreamGage,"SILVER CREEK NEAR RILEY, OREG.",OR,-119.65940557,43.69153417
13208500,StreamGage,BOISE RIVER (N CHANNEL) NR EAGLE ID,ID,-116.37398611,43.69181389
13137000,StreamGage,WARM SPRINGS CR AT GUYER HOT SPR NR KETCHUM ID,ID,-114.39802778,43.68943611
14063000,StreamGage,"LITTLE DESCHUTES RIVER NEAR LA PINE,OREG.",OR,-121.50280293,43.6890102
13211000,StreamGage,BOISE RIVER AT HWY 20-26 XING NR CALDWELL ID,ID,-116.68642778,43.68881667
13136000,StreamGage,BIG WOOD RIVER AT KETCHUM ID,ID,-114.37325556,43.68866944
14056500,StreamGage,"DESCHUTES R BL WICKIUP RES NR LA PINE,OREG.",OR,-121.68808258,43.68595349
13013000,StreamGage,COTTONWOOD CREEK NR TETON WY,WY,-110.72618333,43.68553611
13210050,StreamGage,BOISE RIVER NR MIDDLETON ID,ID,-116.57358611,43.68442778
13136500,StreamGage,WARM SPRINGS CR AT GUYER HOT SPRINGS NR KETCHUM ID,ID,-114.41020833,43.6834
13210983,StreamGage,MASON CREEK NR CALDWELL ID,ID,-116.66624815,43.68321654
13013500,StreamGage,SPRING CREEK NR TETON WY,WY,-110.7007649,43.68326659
14144900,StreamGage,"HILLS CR AB HILLS CR RES, NR OAKRIDGE,OREG.",OR,-122.37059994,43.68040063
13137500,StreamGage,TRAIL CREEK AT KETCHUM ID,ID,-114.36114167,43.67773333
13130900,StreamGage,ANTELOPE CREEK AB WILLOW CR NR DARLINGTON ID,ID,-113.63128056,43.67760833
13206305,StreamGage,BOISE RIVER SOUTH CHANNEL AT EAGLE ID,ID,-116.35361111,43.67527778
13209500,StreamGage,BOISE RIVER SOUTH CHANNEL AT LINDER RD NR EAGLE ID,ID,-116.41132778,43.67418889
13211445,StreamGage,INDIAN CREEK AT MOUTH NR CALDWELL ID,ID,-116.70236058,43.67377167
10395600,StreamGage,"ROCK CREEK NEAR BURNS,OREG.",OR,-118.66215141,43.66098928
13206000,StreamGage,BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID,ID,-116.27916667,43.66055556
13205995,StreamGage,DIV FR BOISE R BTW NR BOISE AND AT GLENWOOD ID,ID,-116.27901019,43.66016571
13185000,StreamGage,BOISE RIVER NR TWIN SPRINGS ID,ID,-115.72722222,43.65944444
13183000,StreamGage,OWYHEE RIVER BELOW OWYHEE DAM OR,OR,-117.25583333,43.65444444
13013650,StreamGage,"SNAKE RIVER AT MOOSE, WY",WY,-110.71520899,43.65382136
14322900,StreamGage,"UMPQUA RIVER NR SCOTTSBURG,OREG.",OR,-123.82482357,43.65400597
13200000,StreamGage,MORES CREEK AB ROBIE CREEK NR ARROWROCK DAM ID,ID,-115.98972222,43.64805556
13205633,StreamGage,CRANE CREEK AT 1206 RANCH RD AT BOISE ID,ID,-116.20122905,43.64655571
13182500,StreamGage,"LAKE OWYHEE NEAR NYSSA,OREG.",OR,-117.24266562,43.64154787
14322000,StreamGage,"ELK CREEK NEAR DRAIN, OREG.",OR,-123.29841931,43.64150877
14152500,StreamGage,"COAST FORK WILLAMETTE RIVER AT LONDON, OREG.",OR,-123.08590894,43.64151015
13038000,StreamGage,DRY BED NR RIRIE ID,ID,-111.71555556,43.63888889
13185500,StreamGage,COTTONWOOD CREEK AT ARROWROCK RESERVOIR ID,ID,-115.82454869,43.63211508
13204640,StreamGage,COTTONWOOD CREEK BEL FIVEMILE CR NR BOISE ID,ID,-116.11083333,43.62861111
13200500,StreamGage,ROBIE CREEK NR ARROWROCK DAM ID,ID,-115.99970556,43.62991667
13057150,StreamGage,SNAKE RIVER NR LEWISVILLE ID,ID,-112.06636098,43.6263006
13014500,StreamGage,GROS VENTRE RIVER AT KELLY WY,WY,-110.62283333,43.62053056
13205000,StreamGage,COTTONWOOD GULCH AT BOISE ID,ID,-116.18569167,43.61940278
13173500,StreamGage,SUCCOR CREEK AT MOUTH NR HOMEDALE ID,ID,-116.95487211,43.61765828
13212000,StreamGage,DIV FROM BOISE RIVER BTW AT BOISE AND NOTUS GAGES,ID,-116.21761786,43.6165556
13016240,StreamGage,"LAKE CR BEL GRANITE CR SUPPLEMENTAL, NR MOOSE, WY",WY,-110.77965461,43.61354119
13037500,StreamGage,SNAKE RIVER NR HEISE ID,ID,-111.66,43.6125
13205500,StreamGage,BOISE RIVER AT BOISE ID,ID,-116.20845064,43.60905575
13057155,StreamGage,SNAKE RIVER AB EAGLE ROCK NR IDAHO FALLS ID,ID,-112.05941631,43.60463426
13016305,StreamGage,"GRANITE C AB GRANITE C SUPPLEMENTAL, NR MOOSE, WY",WY,-110.80548859,43.60381808
13036500,StreamGage,BURNS CREEK NR CHOKECHERRY ID,ID,-111.47414722,43.60041944
13057132,StreamGage,GREAT WESTERN SPILLBACK NR IDAHO FALLS ID,ID,-112.06055556,43.60027778
13037000,StreamGage,SNAKE RIVER BL BURNS CREEK NR CHOKECHERRY ID,ID,-111.49480556,43.59931389
13138500,StreamGage,BIG WOOD RIVER AT GIMLET ID,ID,-114.34701389,43.59735
14144800,StreamGage,MIDDLE FORK WILLAMETTE RIVER NR OAKRIDGE OREG,OR,-122.45671394,43.5970664
13211309,StreamGage,INDIAN CREEK AB WASTE WATER PLANT NR NAMPA ID,ID,-116.57929777,43.59710602
13172890,StreamGage,JUMP CREEK NR HOMEDALE ID,ID,-116.90188056,43.59622222
14321400,StreamGage,"ELK CREEK NEAR ELKHEAD,OREG.",OR,-123.19424554,43.59567599
13194000,StreamGage,ARROWROCK RES AT ARROWROCK DAM ID,ID,-115.92228889,43.59465833
13057160,StreamGage,SNAKE RIVER NR IDAHO FALLS ID,ID,-112.05886071,43.58907892
13194500,StreamGage,BOISE RIVER AT DOWLING RANCH NR ARROWROCK ID,ID,-115.97414167,43.59159167
13201000,StreamGage,MORES CREEK NR ARROWROCK ID,ID,-115.98517778,43.58688056
13055319,StreamGage,MOODY CREEK NR REXBURG ID,ID,-111.62329264,43.7799134
14321000,StreamGage,"UMPQUA RIVER NEAR ELKTON, OR",OR,-123.55537265,43.58595022
13058000,StreamGage,WILLOW CREEK NR RIRIE ID,ID,-111.74583333,43.58333333
13132500,StreamGage,BIG LOST RIVER NR ARCO ID,ID,-113.27055556,43.58222222
13057950,StreamGage,RIRIE LAKE NR RIRIE ID,ID,-111.74296389,43.58092222
13203500,StreamGage,LAKE LOWELL NR CALDWELL ID,ID,-116.74208184,43.57821471
13193500,StreamGage,GROUSE CREEK NR ARROWROCK DAM ID,ID,-115.91010547,43.57767015
13058520,StreamGage,WILLOW CREEK FLOODWAY CHANNEL NR UCON ID,ID,-111.91305556,43.57638889
13058500,StreamGage,WILLOW CREEK NR IONA ID,ID,-111.91023889,43.57620556
14053000,StreamGage,"CHARLTON CR AB CRANE PRAIRIE RES NR LA PINE,OREG",OR,-121.8361411,43.78067413
14323200,StreamGage,"TENMILE CREEK NEAR LAKESIDE,OREG.",OR,-124.19289226,43.57622597
13058530,StreamGage,WILLOW CREEK BL FLOODWAY CHANNEL NR UCON ID,ID,-111.91194444,43.57583333
13215000,StreamGage,MALHEUR R BE WARMSPRINGS RES NR RIVERSIDE OR,OR,-118.20972222,43.57444444
14307645,StreamGage,"NORTH FORK SIUSLAW RIVER NEAR MINERVA, OREG.",OR,-124.00400449,44.04706666
13121000,StreamGage,BIG LOST RIVER BL CHILLY CANAL NR CHILLY ID,ID,-113.92020278,44.04687222
13047000,StreamGage,DIVERSIONS FROM FALLS RIVER AB GAGE NR SQUIRREL ID,ID,-111.20078017,44.04991645
14158000,StreamGage,"WILLAMETTE RIVER AT SPRINGFIELD, OREG.",OR,-123.02897359,44.04568061
14072500,StreamGage,"COLUMBIA SOUTHERN CANAL NEAR TUMALO,OREG.",OR,-121.47059056,44.04428231
13046000,StreamGage,HENRYS FORK NR ASHTON ID,ID,-111.51055556,44.06972222
13111500,StreamGage,CAMAS CREEK NR CAMAS ID,ID,-112.19859331,44.07018674
13251000,StreamGage,PAYETTE RIVER NR PAYETTE ID,ID,-116.92527778,44.04222222
13293350,StreamGage,FOURTH OF JULY CREEK ABV DIVERSIONS NR OBSIDIAN ID,ID,-114.75583333,44.04055556
13047500,StreamGage,FALLS RIVER NR SQUIRREL ID,ID,-111.24138889,44.06861111
14070700,StreamGage,"BRIDGE CREEK NEAR BEND, OR.",OR,-121.57225721,44.03094854
14066500,StreamGage,"CENTRAL OREG CA AB PILOT BTE CA NR BEND,OREG.",OR,-121.33169808,44.03039472
14167000,StreamGage,"COYOTE CREEK NEAR CROW, OREG.",OR,-123.2559261,44.02179042
13226500,StreamGage,"BULLY CREEK AT WARMSPRINGS NEAR VALE,OREG.",OR,-117.46074211,44.0193264
13049500,StreamGage,FALLS RIVER NR CHESTER ID,ID,-111.56666667,44.01833333
13226800,StreamGage,"BULLY CREEK RESERVOIR NEAR VALE,OREG.",OR,-117.39685024,44.01377132
14169300,StreamGage,"AMAZON CREEK AT EUGENE, OREG.",OR,-123.07758606,44.01234711
13114000,StreamGage,BEAVER CREEK NR CAMAS ID,ID,-112.2242,44.00722222
13122000,StreamGage,THOUSAND SPRINGS CREEK NR CHILLY ID,ID,-113.84025556,44.06677222
13123000,StreamGage,BIG LOST R (B CHL) BL CHILLY SINKS NR CHILLY ID,ID,-113.79253131,44.00546956
13112000,StreamGage,CAMAS CREEK AT CAMAS ID,ID,-112.22083333,44.00277778
13048500,StreamGage,FALLS RIVER IN CANYON ID,ID,-111.50474722,44.00111667
14066000,StreamGage,"DESCHUTES R BLW LAVA ISLAND, NR BEND, OREG.",OR,-121.37614265,43.99983861
14307000,StreamGage,"SIUSLAW R AB WILDCAT CR, AT AUSTA, OREG.",OR,-123.65954707,43.99984246
13120500,StreamGage,BIG LOST RIVER AT HOWELL RANCH NR CHILLY ID,ID,-114.02111111,43.99833333
13046995,StreamGage,FALLS RIVER AB YELLOWSTONE CANAL NR SQUIRREL ID,ID,-111.15305556,44.06361111
14152000,StreamGage,"MIDDLE FORK WILLAMETTE RIVER AT JASPER, OR",OR,-122.90591256,43.99818166
13122500,StreamGage,BIG LOST RIVER BL CHILLY SINKS NR CHILLY ID,ID,-113.77078889,43.99625278
14065500,StreamGage,"ARNOLD CANAL NEAR BEND,OREG.",OR,-121.37892033,43.99428311
13233300,StreamGage,MALHEUR RIVER BELOW NEVADA DAM NEAR VALE OR,OR,-117.21888889,43.9875
13184870,StreamGage,"BANNER CREEK ABV PIKES FORK NR LOWMAN, ID",ID,-115.54704802,43.98684199
13123500,StreamGage,BIG LOST RIVER (E CHL) AB MACKAY RES NR MACKAY ID,ID,-113.75086253,43.98324617
13056000,StreamGage,DIV FR HENRYS FK BET ST ANTHONY AND REXBURG IDA,ID,-111.66746215,43.99991186
14157500,StreamGage,"COAST FORK WILLAMETTE RIVER NEAR GOSHEN, OR",OR,-122.96646997,43.98040324
14307620,StreamGage,"SIUSLAW RIVER NEAR MAPLETON, OR",OR,-123.88316586,44.06234317
13128000,StreamGage,CEDAR CREEK AB FORKS NR MACKAY ID,ID,-113.56665,43.98002222
13128500,StreamGage,CEDAR CREEK BL FORKS NR MACKAY ID,ID,-113.56765,43.97959167
14169400,StreamGage,AMAZON C DIV TO FERN RIDGE RES OREG,OR,-123.19564651,44.06095735
13228000,StreamGage,"MALHEUR RIVER AT VALE, OREG.",OR,-117.23989787,43.98043885
13124000,StreamGage,BIG LOST RIVER (W CHL) AB MACKAY RES NR MACKAY ID,ID,-113.74527222,43.97263611
14150300,StreamGage,"FALL CR. NEAR LOWELL, OREG.",OR,-122.63867409,43.97068174
14169500,StreamGage,"AMAZON CREEK NEAR EUGENE, OR",OR,-123.19564651,44.06095735
13124500,StreamGage,WARM SPRINGS CREEK (E CHL) NR MACKAY ID,ID,-113.74390556,43.96983889
14151500,StreamGage,LITTLE FALL CREEK NEAR FALL CREEK OREG.,OR,-122.75673876,43.96929346
13125000,StreamGage,WARM SPRINGS CREEK (W CHL) NR MACKAY ID,ID,-113.74406389,43.96825833
13128900,StreamGage,LOWER CEDAR CREEK AB DIVS NR MACKAY ID,ID,-113.57833056,43.96659167
13050500,StreamGage,HENRYS FORK AT ST ANTHONY ID,ID,-111.6725,43.96694444
13292500,StreamGage,SALMON RIVER ABV LOST CREEK NR OBSIDIAN ID,ID,-114.8011819,43.96574038
13129000,StreamGage,CLARK DITCH NR MACKAY ID,ID,-113.58001389,43.96468056
13129500,StreamGage,CEDAR CREEK NR MACKAY ID,ID,-113.57983889,43.96465278
13227000,StreamGage,"BULLY CREEK NEAR VALE,OREG.",OR,-117.34268,43.95821569
14150500,StreamGage,"FALL CR AB WINBERRY CR, NR LOWELL, OREG.",OR,-122.7067345,43.95540417
13237500,StreamGage,SF PAYETTE RIVER NR GARDEN VALLEY ID,ID,-115.92039532,44.06100538
13250500,StreamGage,PAYETTE RIVER NR NEW PLYMOUTH ID,ID,-116.71678333,43.95416667
13126000,StreamGage,MACKAY RES NR MACKAY ID,ID,-113.67527778,43.95138889
13247000,StreamGage,PORTER CREEK NR GARDENA ID,ID,-116.17866667,43.94878889
13216500,StreamGage,"N FK MALHEUR R AB BEULAH RES NR BEULAH,OREG.",OR,-118.17436367,43.9482139
13293000,StreamGage,ALTURAS LAKE CREEK NR OBSIDIAN ID,ID,-114.83332222,43.9485
13126500,StreamGage,SHARP DITCH NR MACKAY ID,ID,-113.65515,43.94586667
14150000,StreamGage,"MIDDLE FORK WILLAMETTE RIVER NEAR DEXTER, OREG.",OR,-122.83729674,43.9456815
14151000,StreamGage,"FALL CREEK BLW WINBERRY CREEK, NEAR FALL CREEK, OR",OR,-122.77479401,43.94429299
13220500,StreamGage,"MALHEUR RIVER NEAR HOPE, OREG.",OR,-117.48157495,43.94432593
14164700,StreamGage,"CEDAR CREEK AT SPRINGFIELD, OR",OR,-122.9196644,44.05934804
14150900,StreamGage,"FALL CREEK LAKE NEAR LOWELL,OREG.",OR,-122.75673769,43.94429311
13247500,StreamGage,PAYETTE RIVER NR HORSESHOE BEND ID,ID,-116.19666667,43.94333333
13127000,StreamGage,BIG LOST RIVER BL MACKAY RES NR MACKAY ID,ID,-113.64833333,43.93916667
13054300,StreamGage,BITCH CREEK NR LAMONT ID,ID,-111.1793905,43.93797203
13131500,StreamGage,PASS CREEK NR LESLIE ID,ID,-113.44703611,43.93605556
13120000,StreamGage,NF BIG LOST RIVER AT WILD HORSE NR CHILLY ID,ID,-114.1125,43.93361111
13125500,StreamGage,SURFACE INFLOW TO MACKAY RES NR MACKAY ID,ID,-113.75086349,43.93324407
14064500,StreamGage,"DESCHUTES R AT BENHAM FALLS NR BEND,OREG.",OR,-121.41197463,43.93011715
13249500,StreamGage,PAYETTE RIVER NR EMMETT ID,ID,-116.44277778,43.93055556
13055000,StreamGage,TETON RIVER NR ST ANTHONY ID,ID,-111.61607106,43.92713492
13054200,StreamGage,TETON RIVER BL BADGER CREEK NR LAMONT ID,ID,-111.28133773,43.91658037
14149000,StreamGage,"LOOKOUT POINT LAKE NEAR LOWELL,OREG.",OR,-122.75118057,43.91373714
13054805,StreamGage,TETON RIVER BL TETON DAM NR NEWDALE ID,ID,-111.57606958,43.91380204
14150800,StreamGage,"WINBERRY CREEK NEAR LOWELL,OR",OR,-122.68867619,43.91429242
13054800,StreamGage,TETON RESERVOIR NR NEWDALE ID,ID,-111.53856824,43.90908021
13050000,StreamGage,DIV FROM HENRYS FORK BTW ASHTON/ST ANTHONY ID,ID,-111.5869033,43.91380194
13217000,StreamGage,"BEULAH RESERVOIR AT BEULAH,OREG.",OR,-118.15797195,43.91126938
13292380,StreamGage,POLE CREEK BELOW POLE CR RANGER STN NR OBSIDIAN ID,ID,-114.75638889,43.91
13217500,StreamGage,NORTH FORK MALHEUR RIVER AT BEULAH OR,OR,-118.15333333,43.9075
13010450,StreamGage,PILGRIM CR 70 FT ABV HWY 287 BRIDGE NR MORAN WY,WY,-110.586925,43.90370833
13198000,StreamGage,ELK CR AB GOLD HILL PLACER DIV NR IDAHO CITY ID,ID,-115.79986111,43.90285556
13292280,StreamGage,SALMON RIVER @ POLE CR ROAD ABV DIV NR OBSIDIAN ID,ID,-114.79,43.90194444
13114500,StreamGage,CAMAS CREEK NR HAMER ID,ID,-112.28598611,43.90076389
13220000,StreamGage,"MALHEUR RIVER AT LITTLE VALLEY NEAR HOPE,OREG.",OR,-117.50796354,43.89932553
13055198,StreamGage,NORTH FORK TETON RIVER AT TETON ID,ID,-111.6780175,43.89796781
13250000,StreamGage,PAYETTE RIVER NR LETHA ID,ID,-116.62777778,43.89611111
13055210,StreamGage,NF TETON RIVER AT AUX BRDG SITE NR TETON ID,ID,-111.697625,43.89401667
13055230,StreamGage,NF TETON RIVER AT POWERLINE RD NR TETON ID,ID,-111.717625,43.89340278
13115000,StreamGage,MUD LAKE NR TERRETON ID,ID,-112.35944444,43.89055556
13055250,StreamGage,NF TETON RIVER NR SUGAR CITY ID,ID,-111.75805556,43.88722222
13055300,StreamGage,NF TETON RIVER AT LAST BRIDGE NR SALEM ID,ID,-111.81774459,43.88602231
13119000,StreamGage,LITTLE LOST RIVER NR HOWE ID,ID,-113.10083766,43.88601416
13055270,StreamGage,NF TETON RIVER AT HWY BRIDGE NR SALEM ID,ID,-111.77774315,43.88241146
13213100,StreamGage,SNAKE RIVER AT NYSSA OR,ID,-116.9825,43.87611111
13248500,StreamGage,HARRIS CREEK NR HORSESHOE BEND ID,ID,-116.101525,43.87659722
13199500,StreamGage,GRIMES CREEK AT NEW CENTERVILLE ID,ID,-115.91550833,43.86519444
13130500,StreamGage,BIG LOST RIVER AT LESLIE ID,ID,-113.456675,43.85874722
13011000,StreamGage,SNAKE RIVER NR MORAN WY,WY,-110.58583333,43.85833333
13010500,StreamGage,JACKSON LAKE NR MORAN WY,WY,-110.58997778,43.85790556
13130000,StreamGage,ALDER CREEK NR MACKAY ID,ID,-113.55210833,43.85178611
13011500,StreamGage,PACIFIC CREEK AT MORAN WY,WY,-110.51777778,43.85027778
13121500,StreamGage,BIG LOST RIVER AT CHILLY BRIDGE NR CHILLY ID,ID,-113.87790833,44.05956944
13054000,StreamGage,TETON RIVER NR TETONIA ID,ID,-111.25270556,43.84964444
13054600,StreamGage,CANYON CREEK AT HWY 33 NR NEWDALE ID,ID,-111.44550917,43.8454697
14080250,StreamGage,"BEAR CREEK NEAR PRINEVILLE,OREG.",OR,-120.73278805,44.06096033
13198500,StreamGage,ELK CREEK NR IDAHO CITY ID,ID,-115.82620278,43.84201667
13050543,StreamGage,INDEPENDENT CANAL DRAIN NR REXBURG ID,ID,-111.89720833,43.84078889
13011900,StreamGage,BUFFALO FORK AB LAVA CREEK NR MORAN WY,WY,-110.44111111,43.83805556
13047600,StreamGage,FALLS RIVER NR ASHTON ID,ID,-111.35861111,44.05611111
13053500,StreamGage,SPRING CREEK NR TETONIA ID,ID,-111.11716639,43.83936313
13195500,StreamGage,MOORE CREEK AB GRANITE CREEK NR IDAHO CITY ID,ID,-115.78516111,43.83756667
13012000,StreamGage,BUFFALO FORK NR MORAN WY,WY,-110.50909466,43.83605305
13055340,StreamGage,SOUTH FORK TETON RIVER NR REXBURG ID,ID,-111.77777778,43.835
14157000,StreamGage,COAST FK WILLAMETTE R AT SAGINAW OREG.,OR,-123.04285807,43.83456795
13196000,StreamGage,GRANITE CREEK NR IDAHO CITY ID,ID,-115.78634722,43.82878611
13129800,StreamGage,ALDER CREEK BL SOUTH FORK NR MACKAY ID,ID,-113.60041111,43.82709167
13056500,StreamGage,HENRYS FORK NR REXBURG ID,ID,-111.905,43.82583333
14051000,StreamGage,"CULTUS CR AB CRANE PRAIRIE RES NR LA PINE,OREG.",OR,-121.82391947,43.82122909
13248000,StreamGage,SHAFER CREEK NR HORSESHOE BEND ID,ID,-116.16876944,43.81818889
14050500,StreamGage,"CULTUS RIVER AB CULTUS CR NR LA PINE,OREG.",OR,-121.79558565,43.81817327
13197500,StreamGage,PINE CREEK NR IDAHO CITY ID,ID,-115.80801389,43.81656944
14050000,StreamGage,"DESCHUTES RIVER BL SNOW CR NR LA PINE,OREG.",OR,-121.77697418,43.81400647
13197000,StreamGage,PINE CREEK AB BARRY PLACER DIV NR IDAHO CITY ID,ID,-115.80348611,43.80763889
14164000,StreamGage,"MCKENZIE RIVER NEAR SPRINGFIELD, OREG.",OR,-122.83035565,44.05540433
13196500,StreamGage,BANNOCK CREEK NR IDAHO CITY ID,ID,-115.77510278,43.80728333
14052000,StreamGage,"DEER CR AB CRANE PRAIRIE RES NR LA PINE,OREG.",OR,-121.83947495,43.80484055
14148000,StreamGage,"MF WILLAMETTE RIVER BLW N FORK, NR OAKRIDGE, OR.",OR,-122.56088789,43.80123517
13213072,StreamGage,SAND RUN GULCH NR PARMA ID,ID,-116.97571086,43.79960603
13132000,StreamGage,BIG LOST RIVER NR MOORE ID,ID,-113.36473255,43.79712434
14057500,StreamGage,"FALL RIVER NEAR LA PINE,OREG.",OR,-121.5728058,43.79650758
13047800,StreamGage,NF SQUIRREL CREEK NR SQUIRREL ID,ID,-111.18611111,44.05099722
13054500,StreamGage,CANYON CREEK NR NEWDALE ID,ID,-111.43883889,43.79324444
14069500,StreamGage,"NORTH CANAL NEAR BEND,OREG.",OR,-121.3122544,44.0776174
13250600,StreamGage,BIG WILLOW CREEK NR EMMETT ID,ID,-116.48553611,44.07470278
14155500,StreamGage,"ROW RIVER NEAR COTTAGE GROVE, OR",OR,-122.99146554,43.79290124
13012500,StreamGage,SPREAD CREEK NR MORAN WY,WY,-110.53742873,43.79077323
13056600,StreamGage,TEXAS SLOUGH NR REXBURG ID,ID,-111.89635714,43.7879665
14163900,StreamGage,"MCKENZIE RIVER NEAR WALTERVILLE, OR",OR,-122.7711874,44.06984923
14155000,StreamGage,"DORENA LAKE NEAR COTTAGE GROVE,OREG.",OR,-122.95535235,43.78595685
13135500,StreamGage,BIG WOOD RIVER NR KETCHUM ID,ID,-114.4250547,43.78629677
13214000,StreamGage,"MALHEUR RIVER NEAR DREWSEY, OR",OR,-118.33158733,43.78460252
14323100,StreamGage,"SMITH RIVER NEAR GARDINER, OREGON",OR,-123.81510355,43.78456248
13212995,StreamGage,BOISE R DIVERSIONS FROM AT BOISE TO NR PARMA GAGES,ID,-116.97237693,43.78155031
14166500,StreamGage,"LONG TOM RIVER NEAR NOTI, OREG.",OR,-123.42620971,44.04984478
13213000,StreamGage,BOISE RIVER NR PARMA ID,ID,-116.97277778,43.78166667
13212996,StreamGage,DIV FR BOISE R BTW AT GLENWOOD AND NR PARMA GAGES,ID,-116.97237693,43.78155031
13052200,StreamGage,TETON RIVER AB SOUTH LEIGH CREEK NR DRIGGS ID,ID,-111.20916667,43.78138889
14159200,StreamGage,SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR,OR,-122.21782454,44.04706704
13219000,StreamGage,"MALHEUR RIVER NEAR NAMORF, OREG.",OR,-117.76767934,43.78321313
13184000,StreamGage,"OWYHEE RIVER AT OWYHEE, OREG.",OR,-117.06766012,43.77766048
14306400,StreamGage,"FIVE RIVERS NR FISHER, OREG.",OR,-123.82761065,44.33734287
13237700,StreamGage,CONTROL CREEK NR SMITHS FERRY ID,ID,-115.80603889,44.33718611
14158700,StreamGage,"MCKENZIE RIVER NR BELKNAP SPRINGS, OREG.",OR,-122.00672777,44.33734359
14158790,StreamGage,"SMITH R AB SMITH R RES NR BELKNAP SPRGS,OREG.",OR,-122.0470074,44.3345666
14078500,StreamGage,"N FK CROOKED R AB DEEP CREEK, OREG.",OR,-120.08443858,44.33319298
